title,url,description,genres
Loteria Loca,https://www.metacritic.com/tv/loteria-loca/,Two players play compete against each other in getting the most four matching cards in row on their own bingo-style board in the game show hosted by Jaime Camil that is based on the Latin game of chance known as Lotería.,"['Game-Show', '', 'Game-Show']"
Django,https://www.metacritic.com/tv/django/,"In 1872, Django (Matthias Schoenaerts) seeks a second chance with his daughter (Lisa Vicari) and defending New Babylon, the town she helped found from attacks by Elizabeth Thurman (Noomi Rapace) in this Sky/Canal+ co-production loosely inspired by Sergio Corbucci's 1966 film of the same name. [Premiered originally in France on Canal+ ...","['Drama', 'Western', '', '', 'Drama', 'Western']"
Gen V,https://www.metacritic.com/tv/gen-v/,"Superpowered students compete for top rankings at Godolkin University, a Vought International-run college for young superheroes in the spinoff of The Boys.","['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', '', '', '', '', '', 'Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']"
Frieren: Beyond Journey's End,https://www.metacritic.com/tv/frieren-beyond-journeys-end/,Elf mage Frieren returns home after defeating the Demon King and gains an apprentice named Fern in this anime adaptation of the manga by Kanehito Yamada.,"['Animation', 'Adventure', 'Drama', 'Fantasy', '', '', '', '', 'Animation', 'Adventure', 'Drama', 'Fantasy']"
Castlevania: Nocturne,https://www.metacritic.com/tv/castlevania-nocturne/,"Set in 1972 France, the anti-revolutionary aristocracy has aligned itself with a vampire promising to end the revolution. However, Annette, a sorceress from the Caribbean, finds the last descendent of vampire hunters, Richter Belmont to lead the resistance in the latest Castlevania animated series.","['Animation', 'Action', 'Adventure', 'Fantasy', 'Horror', 'Thriller', '', '', '', '', '', '', 'Animation', 'Action', 'Adventure', 'Fantasy', 'Horror', 'Thriller']"
The Golden Bachelor,https://www.metacritic.com/tv/the-golden-bachelor/,71-year-old Gerry Turner searches for a second chance at love in the latest Bachelor spinoff where the retired restaurateur and widower seeks a new partner among 22 ladies who range in age from 60 to 75.,"['Reality-TV', '', 'Reality-TV']"
Snake Oil,https://www.metacritic.com/tv/snake-oil/,Contestants determine if products are real or fake in this game show hosted by David Spade.,"['Comedy', 'Game-Show', '', '', 'Comedy', 'Game-Show']"
The Fake Sheik,https://www.metacritic.com/tv/the-fake-sheik/,"Ceri Isfryn's three-part documentary series about the rise and fall of tabloid reporter, Mazher Mahmood, who tricked pop stars, sports executives and even the Duchess of York he was a wealthy Arab sheikh.","['Documentary', 'Drama', '', '', 'Documentary', 'Drama']"
Who Killed Jill Dando?,https://www.metacritic.com/tv/who-killed-jill-dando/,"The three-part documentary series from Marcus Plowright about the 1999 murder of British TV host Jill Dando includes an interview with Barry George, who was convicted in 2001 but later found not guilty in a 2008 retrial.","['Documentary', 'Crime', 'History', 'Mystery', '', '', '', '', 'Documentary', 'Crime', 'History', 'Mystery']"
Savior Complex,https://www.metacritic.com/tv/savior-complex/,"The three-part documentary series from Jackie Jesko about the controversy around American missionary Renee Bach and her nonprofit, Serving His Children.","['Documentary', 'Crime', '', '', 'Documentary', 'Crime']"
The Long Shadow,https://www.metacritic.com/tv/the-long-shadow/,"The seven-part series dramatizes the five-year manhunt for the Yorkshire Ripper, serial killer Peter Sutcliffe. [Premiered originally in the UK on ITV on 25 Sep 2023 and in the US on Sundance Now in 2024]","['Crime', 'Drama', 'History', '', '', '', 'Crime', 'Drama', 'History']"
The Irrational,https://www.metacritic.com/tv/the-irrational/,"Behavioral psychology professor Alec Mercer (Jesse L. Martin) consults on cases for corporations, law enforcement, and governments in the drama series based on Dan Ariely’s book, ""Predictably Irrational.""","['Drama', 'Thriller', '', '', 'Drama', 'Thriller']"
Krapopolis,https://www.metacritic.com/tv/krapopolis/,"The Dan Harmon animated comedy series centers on the ancient mythical Greek kingdom of Krapopolis ruled by King Tyrannis (voiced by Richard Ayoade) and his family that includes his goddess mother Deliria (voiced by Hannah Waddingham), his mantitaur father Shlub (voiced by Matt Berry), his half-sister Stupendous (voiced by Pam Murphy), an...","['Animation', 'Comedy', '', '', 'Animation', 'Comedy']"
Sam Jay: Salute Me or Shoot Me,https://www.metacritic.com/tv/sam-jay-salute-me-or-shoot-me/,"Recorded at Brooklyn Steel, the comedy stand-up special for Sam Jay includes discussion about her relationship and expectations on gender roles.","['Comedy', '', 'Comedy']"
Deadlocked: How America Shaped the Supreme Court,https://www.metacritic.com/tv/deadlocked-how-america-shaped-the-supreme-court/,The four-part documentary series from Dawn Porter examines the history and influence of the politics on the cases decided by the Supreme Court.,"['Documentary', '', 'Documentary']"
Still Up,https://www.metacritic.com/tv/still-up/,Insomniac best friends Lisa and Danny spend their nights talking to each other on the phone in this romantic comedy co-created and written by Steve Burge and Natalie Walter.,"['Comedy', '', 'Comedy']"
The Continental: From the World of John Wick,https://www.metacritic.com/tv/the-continental-from-the-world-of-john-wick/,The three-part John Wick prequal set in mid-1970s New York centers on Winston Scott (Colin Woodell) and how he became the owner of the Continental Hotel.,"['Action', 'Crime', 'Thriller', '', '', '', 'Action', 'Crime', 'Thriller']"
Young Love,https://www.metacritic.com/tv/young-love/,The animated series spinoff of Matthew A. Cherry’s Oscar-winning Hair Love short focuses on music producer Stephen Love (voiced by Scott Mescudi aka Kid Cudi) and hair stylist Angela Young (voiced by Issa Rae) as they raise their daughter Zuri Young Love (voiced by Brooke Monroe Conaway) in Chicago.,"['Animation', 'Comedy', 'Family', '', '', '', 'Animation', 'Comedy', 'Family']"
The Super Models,https://www.metacritic.com/tv/the-super-models/,"The four-part documentary series from Roger Ross Williams and Larissa Bills looks at the impact Naomi Campbell, Cindy Crawford, Linda Evangelista and Christy Turlington had on the fashion and modeling industries.","['Documentary', '', 'Documentary']"
Wilderness,https://www.metacritic.com/tv/wilderness/,"After Liv (Jenna Coleman) discovers her husband (Oliver Jackson-Cohen) had an affair, she plots revenge as they travel through National Parks of the West in this thriller based on B.E. Jones' novel of the same name.","['Drama', 'Thriller', '', '', 'Drama', 'Thriller']"
Barbie: A Touch of Magic,https://www.metacritic.com/tv/barbie-a-touch-of-magic/,"Barbie ""Malibu"" Roberts and Barbie ""Brooklyn"" Roberts discover a baby Pegasus, they name Peggy in the latest animated Barbie series.","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', '', '', '', '', '', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
Buddy Games,https://www.metacritic.com/tv/buddy-games/,Six teams of four friends live together and compete in a number of games at an adult camp location in this reality competition series inspired by host Josh Duhamel's real-life annual tradition.,"['Reality-TV', '', 'Reality-TV']"
Wrestlers,https://www.metacritic.com/tv/wrestlers/,The documentary series from Greg Whiteley focuses on ex-WWF/ECW wrestler Al Snow and his attempts to keep professional wrestling league Ohio Valley Wrestling (OVW) running.,"['Documentary', 'Sport', '', '', 'Documentary', 'Sport']"
The Other Black Girl,https://www.metacritic.com/tv/the-other-black-girl/,"Editorial assistant Nella (Sinclair Daniel) is excited to not be the only Black woman at her company with the hiring of Hazel (Ashleigh Murray), but soon after begins experiencing strange happenings in this thriller based on Zakiya Dalila Harris' novel.","['Comedy', 'Drama', 'Mystery', 'Thriller', '', '', '', '', 'Comedy', 'Drama', 'Mystery', 'Thriller']"
Football Must Go On,https://www.metacritic.com/tv/football-must-go-on/,The four-part documentary series follows the Ukraine soccer club Shakhtar Donetsk as they play the 2022-2023 UEFA Champions League Season even as their country is at war.,"['Documentary', 'Sport', '', '', 'Documentary', 'Sport']"
Michelle Wolf: It's Great to Be Here,https://www.metacritic.com/tv/michelle-wolf-its-great-to-be-here/,"Michelle Wolf self-financed, produced and edited the three-part comedy special that includes her sets from Philadelphia's Helium Comedy Club and Madison's Comedy On State.","['Comedy', '', 'Comedy']"
The Swarm,https://www.metacritic.com/tv/the-swarm/,Odd things are happening in the oceans and threatening the globe in this adaptation of Frank Schätzing's novel of the same name.,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller', '', '', '', '', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
The Walking Dead: Daryl Dixon,https://www.metacritic.com/tv/the-walking-dead-daryl-dixon/,Daryl Dixon (Normal Reedus) finds himself in France and trying figure out how he got there as well as finding his way back home.,"['Drama', 'Horror', 'Sci-Fi', '', '', '', 'Drama', 'Horror', 'Sci-Fi']"
Tiny Toons Looniversity,https://www.metacritic.com/tv/tiny-toons-looniversity/,"Babs, Buster, Hamton, Plucky, and Sweetie attend Acme Looniversity where they learn from veterans, the Looney Tunes. [Begins streaming on Max on 8 Sep 2023 and airing on the Cartoon Network on 9 Sep 2023]","['Animation', 'Adventure', 'Comedy', 'Family', 'Music', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', '', '', '', '', '', '', '', '', '', 'Animation', 'Adventure', 'Comedy', 'Family', 'Music', 'Musical', 'Mystery', 'Romance', 'Sci-Fi']"
Dreaming Whilst Black,https://www.metacritic.com/tv/dreaming-whilst-black/,"Aspiring filmmaker Kwabena (Adjani Salmon) takes steps to pursue his dreams while juggling relationships, working in a dead-end job and his parents' expectations in this British comedy co-written by Ali Hughes and Salmon. [Premiere originally in the UK on BBC3 on 24 Jul 2023 and will air in the US on Showtime on 10 Sep 2023]","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
The Changeling,https://www.metacritic.com/tv/the-changeling/,Apollo (LaKeith Stanfield) journeys through unknown areas of New York City after his wife (Clark Backo) disappears mysteriously in this horror series based on Victor LaValle's book of the same name.,"['Drama', 'Fantasy', 'Horror', 'Thriller', '', '', '', '', 'Drama', 'Fantasy', 'Horror', 'Thriller']"
Burning Body,https://www.metacritic.com/tv/burning-body/,The investigation into burnt remains of car containing a body is identified as police officer Pedro (José Manuel Poga). Suspicions soon fall on his girlfriend Rosa (Úrsula Corberó) and her secret lover Albert (Quim Gutiérrez) in this Spanish-language miniseries inspired by real events.,"['Biography', 'Crime', 'Drama', 'Mystery', 'Thriller', '', '', '', '', '', 'Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Predators (2023),https://www.metacritic.com/tv/predators-2023/,The nature documentary series narrated by Tom Hardy follows top predators as they face challenges from their environments to survive. [Premiered originally in the UK on Sky Nature on 11 Dec 2022 and in the US on Netflix on 6 Sep 2023],"['Documentary', '', 'Documentary']"
Never Let Him Go,https://www.metacritic.com/tv/never-let-him-go/,"The four-part documentary series about Steve Johnson's search for answers about the 1988 death of his younger brother Scott in Australia features never-before-seen evidence, personal home videos, interviews with his family and law enforcement, as well as the ex-wife of Scott's killer.","['Documentary', 'Crime', 'History', 'Mystery', '', '', '', '', 'Documentary', 'Crime', 'History', 'Mystery']"
Adventure Time: Fionna and Cake,https://www.metacritic.com/tv/adventure-time-fionna-and-cake/,Fionna the Human and Cake the Cat find themselves in the land of Ooo in the latest spinoff of Adventure Time.,"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', '', '', '', '', '', '', 'Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
One Piece (2023),https://www.metacritic.com/tv/one-piece-2023/,"The live-action adaptation of the Japanese manga series of the same name follows Monkey D. Luffy (Iñaki Godoy) as he leaves his small village to gather a crew to find ""One Piece"" - the treasure that will make him King of the Pirates.","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', '', '', '', '', '', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']"
Live to 100: Secrets Of The Blue Zones,https://www.metacritic.com/tv/live-to-100-secrets-of-the-blue-zones/,"Dan Buettner visits Okinawa, Japan; Sardinia, Italy; Ikaria, Greece; Nicoya, Costa Rica; and Loma Linda, California to discover their keys to living to 100.","['Documentary', 'Adventure', '', '', 'Documentary', 'Adventure']"
